1,1,9.99000999000999E-4,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
38,2,0.03796203796203796,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
39,1,0.03896103896103896,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
39,2,0.03896103896103896,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
40,1,0.03996003996003996,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
40,2,0.03996003996003996,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
41,1,0.04095904095904096,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
41,2,0.04095904095904096,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
42,1,0.04195804195804196,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
42,2,0.04195804195804196,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
43,1,0.04295704295704296,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
43,2,0.04295704295704296,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
44,1,0.04395604395604396,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
44,2,0.04395604395604396,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
45,1,0.04495504495504495,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
45,2,0.04495504495504495,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
46,1,0.04595404595404595,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
46,2,0.04595404595404595,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
47,1,0.04695304695304695,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
47,2,0.04695304695304695,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
48,1,0.04795204795204795,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
48,2,0.04795204795204795,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
49,1,0.04895104895104895,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
49,2,0.04895104895104895,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
50,1,0.04995004995004995,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
50,2,0.04995004995004995,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
51,1,0.05094905094905095,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
51,2,0.05094905094905095,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
52,1,0.05194805194805195,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
52,2,0.05194805194805195,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
53,1,0.052947052947052944,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
53,2,0.052947052947052944,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
54,1,0.053946053946053944,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
54,2,0.053946053946053944,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
55,1,0.054945054945054944,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
55,2,0.054945054945054944,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
56,1,0.055944055944055944,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
56,2,0.055944055944055944,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
57,1,0.056943056943056944,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
57,2,0.056943056943056944,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
58,1,0.057942057942057944,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
58,2,0.057942057942057944,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
59,1,0.058941058941058944,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
59,2,0.058941058941058944,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
60,1,0.059940059940059943,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
60,2,0.059940059940059943,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
61,1,0.060939060939060936,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
61,2,0.060939060939060936,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
62,1,0.061938061938061936,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
62,2,0.061938061938061936,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
63,1,0.06293706293706294,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
63,2,0.06293706293706294,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
64,1,0.06393606393606394,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
64,2,0.06393606393606394,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
65,1,0.06493506493506493,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
65,2,0.06493506493506493,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
66,1,0.06593406593406594,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
66,2,0.06593406593406594,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
