1,1,9.99000999000999E-4,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
60,1,0.059940059940059943,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
60,2,0.059940059940059943,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
61,1,0.060939060939060936,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
61,2,0.060939060939060936,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
62,1,0.061938061938061936,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
62,2,0.061938061938061936,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
63,1,0.06293706293706294,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
63,2,0.06293706293706294,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
64,1,0.06393606393606394,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
64,2,0.06393606393606394,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
65,1,0.06493506493506493,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
65,2,0.06493506493506493,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
66,1,0.06593406593406594,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
66,2,0.06593406593406594,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
67,1,0.06693306693306693,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
67,2,0.06693306693306693,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
68,1,0.06793206793206794,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
68,2,0.06793206793206794,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
69,1,0.06893106893106893,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
69,2,0.06893106893106893,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
70,1,0.06993006993006994,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
70,2,0.06993006993006994,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
71,1,0.07092907092907093,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
71,2,0.07092907092907093,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
72,1,0.07192807192807193,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
72,2,0.07192807192807193,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
73,1,0.07292707292707293,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
73,2,0.07292707292707293,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
74,1,0.07392607392607392,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
74,2,0.07392607392607392,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
75,1,0.07492507492507493,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
75,2,0.07492507492507493,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
76,1,0.07592407592407592,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
76,2,0.07592407592407592,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
77,1,0.07692307692307693,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
77,2,0.07692307692307693,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
78,1,0.07792207792207792,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
78,2,0.07792207792207792,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
79,1,0.07892107892107893,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
79,2,0.07892107892107893,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
80,1,0.07992007992007992,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
80,2,0.07992007992007992,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
81,1,0.08091908091908091,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
81,2,0.08091908091908091,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
82,1,0.08191808191808192,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
82,2,0.08191808191808192,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
83,1,0.08291708291708291,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
83,2,0.08291708291708291,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
84,1,0.08391608391608392,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
84,2,0.08391608391608392,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
85,1,0.08491508491508491,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
85,2,0.08491508491508491,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
86,1,0.08591408591408592,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
86,2,0.08591408591408592,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
87,1,0.08691308691308691,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
87,2,0.08691308691308691,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
88,1,0.08791208791208792,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
88,2,0.08791208791208792,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
89,1,0.08891108891108891,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
89,2,0.08891108891108891,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
90,1,0.0899100899100899,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
90,2,0.0899100899100899,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
91,1,0.09090909090909091,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
91,2,0.09090909090909091,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
92,1,0.0919080919080919,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
92,2,0.0919080919080919,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
93,1,0.09290709290709291,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
93,2,0.09290709290709291,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
94,1,0.0939060939060939,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
