1,1,9.99000999000999E-4,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Photo, Music: DJ, Cleanup: Specialized Materials])
41,2,0.04095904095904096,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
42,1,0.04195804195804196,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
42,2,0.04195804195804196,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
43,1,0.04295704295704296,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
43,2,0.04295704295704296,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
44,1,0.04395604395604396,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Plain, Music: DJ, Cleanup: Specialized Materials])
44,2,0.04395604395604396,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
45,1,0.04495504495504495,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Photo, Music: DJ, Cleanup: Specialized Materials])
45,2,0.04495504495504495,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
46,1,0.04595404595404595,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Photo, Music: DJ, Cleanup: Specialized Materials])
46,2,0.04595404595404595,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
47,1,0.04695304695304695,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
47,2,0.04695304695304695,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
48,1,0.04795204795204795,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
48,2,0.04795204795204795,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
49,1,0.04895104895104895,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
49,2,0.04895104895104895,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
50,1,0.04995004995004995,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
50,2,0.04995004995004995,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
51,1,0.05094905094905095,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Photo, Music: DJ, Cleanup: Specialized Materials])
51,2,0.05094905094905095,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
52,1,0.05194805194805195,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
52,2,0.05194805194805195,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
53,1,0.052947052947052944,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
53,2,0.052947052947052944,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
54,1,0.053946053946053944,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
54,2,0.053946053946053944,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
55,1,0.054945054945054944,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
55,2,0.054945054945054944,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
56,1,0.055944055944055944,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
56,2,0.055944055944055944,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
57,1,0.056943056943056944,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Photo, Music: DJ, Cleanup: Specialized Materials])
57,2,0.056943056943056944,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
58,1,0.057942057942057944,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
58,2,0.057942057942057944,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
59,1,0.058941058941058944,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
59,2,0.058941058941058944,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
60,1,0.059940059940059943,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
60,2,0.059940059940059943,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
61,1,0.060939060939060936,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
61,2,0.060939060939060936,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
62,1,0.061938061938061936,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
62,2,0.061938061938061936,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
63,1,0.06293706293706294,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
63,2,0.06293706293706294,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
64,1,0.06393606393606394,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
64,2,0.06393606393606394,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
65,1,0.06493506493506493,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
65,2,0.06493506493506493,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
66,1,0.06593406593406594,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
66,2,0.06593406593406594,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
67,1,0.06693306693306693,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Plain, Music: DJ, Cleanup: Specialized Materials])
67,2,0.06693306693306693,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
68,1,0.06793206793206794,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
68,2,0.06793206793206794,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
69,1,0.06893106893106893,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
69,2,0.06893106893106893,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
70,1,0.06993006993006994,AgentKF@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
70,2,0.06993006993006994,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
