1,1,9.99000999000999E-4,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l1, m: m1, n: n1, o: o2, p: p1])
153,1,0.15284715284715283,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
153,2,0.15284715284715283,kawaii@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, e: e1, g: g1, f: f2, h: h2, i: i1, j: j1, k: k2, l: l2, m: m1, n: n1, o: o1, p: p1])
154,1,0.15384615384615385,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
154,2,0.15384615384615385,kawaii@1,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, e: e1, g: g1, f: f2, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o1, p: p1])
155,1,0.15484515484515485,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
155,2,0.15484515484515485,kawaii@1,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f2, h: h2, i: i2, j: j1, k: k2, l: l1, m: m1, n: n1, o: o2, p: p2])
156,1,0.15584415584415584,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
156,2,0.15584415584415584,kawaii@1,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, e: e2, g: g1, f: f2, h: h1, i: i1, j: j2, k: k2, l: l1, m: m1, n: n1, o: o2, p: p2])
157,1,0.15684315684315683,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
157,2,0.15684315684315683,kawaii@1,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, e: e1, g: g1, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m2, n: n1, o: o2, p: p1])
158,1,0.15784215784215785,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
158,2,0.15784215784215785,kawaii@1,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, e: e1, g: g1, f: f2, h: h2, i: i2, j: j1, k: k2, l: l2, m: m2, n: n2, o: o2, p: p2])
159,1,0.15884115884115885,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
159,2,0.15884115884115885,kawaii@1,(Accept  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
agreement,Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1],0.9999589692645775,0.860299850759749
